station,datetime,report
VABB,201900Z,18003KT 2500 HZ SCT018 FEW030CB BKN090 27/27 Q1008 NOSIG=
VABB,201930Z,10004KT 2500 HZ SCT018 FEW030CB BKN090 27/27 Q1008 NOSIG=
VABB,202000Z,00000KT 2500 HZ SCT018 FEW030CB BKN090 27/27 Q1007 NOSIG=
VABB,202030Z,15003KT 2500 HZ SCT018 FEW030CB BKN090 27/27 Q1007 NOSIG=
VABB,202100Z,12004KT 2500 HZ SCT018 FEW030CB BKN090 27/27 Q1007 NOSIG=
VABB,202130Z,14003KT 2500 HZ SCT018 FEW030CB BKN090 27/27 Q1007 NOSIG=
VABB,202200Z,11003KT 2500 HZ SCT018 FEW030CB BKN090 27/27 Q1007 NOSIG=
VABB,202230Z,00000KT 2500 HZ SCT018 FEW025TCU BKN090 27/27 Q1006 NOSIG=
VABB,202300Z,14003KT 2500 HZ SCT018 FEW025TCU BKN090 27/27 Q1006 NOSIG=
VABB,202330Z,13003KT 2500 HZ SCT018 FEW025TCU BKN090 27/27 Q1007 NOSIG=
VABB,210000Z,12003KT 2500 HZ SCT018 FEW025TCU BKN090 27/27 Q1007 NOSIG=
VABB,210030Z,11004KT 2500 HZ SCT018 FEW025TCU BKN090 27/27 Q1007 NOSIG=
VABB,210100Z,14004KT 1800 -SHRA FEW012 SCT018 FEW025TCU BKN090 27/27 Q1007 TEMPO 1500 SHRA=
VABB,210130Z,00000KT 2200 HZ FEW012 SCT018 FEW025TCU BKN090 27/27 Q1007 NOSIG=
VABB,210200Z,16004KT 2500 HZ SCT018 FEW025TCU BKN090 27/26 Q1008 NOSIG=
VABB,210230Z,14006KT 2500 HZ SCT018 FEW025TCU BKN090 28/27 Q1008 TEMPO 1500 SHRA=
VABB,210300Z,00000KT 2500 HZ SCT018 FEW025TCU BKN090 28/27 Q1008 TEMPO 1500 SHRA=
VABB,210330Z,18005KT 2500 HZ SCT018 FEW025TCU BKN090 28/27 Q1009 NOSIG=
VABB,210400Z,21005KT 2500 HZ SCT018 FEW025TCU BKN090 28/27 Q1009 TEMPO 1500 SHRA=
VABB,210430Z,17007KT 2500 HZ SCT018 FEW025TCU BKN090 29/27 Q1009 TEMPO 1500 SHRA=
VABB,210500Z,16008KT 2500 HZ SCT018 FEW025TCU BKN090 29/27 Q1009 NOSIG=
VABB,210530Z,19007KT 3000 HZ SCT018 FEW025TCU BKN090 29/27 Q1009 NOSIG=
VABB,210600Z,20006KT 3000 HZ SCT018 FEW025TCU BKN090 30/27 Q1009 NOSIG=
VABB,210630Z,21006KT 3000 HZ SCT018 FEW025TCU BKN090 30/27 Q1008 NOSIG=
VABB,210700Z,22011KT 3000 HZ SCT018 FEW025TCU BKN090 30/27 Q1008 NOSIG=
VABB,210730Z,22008KT 3000 HZ SCT018 FEW030CB BKN090 29/27 Q1007 NOSIG=
VABB,210800Z,21008KT 3000 HZ SCT018 FEW030CB BKN090 30/25 Q1007 NOSIG=
VABB,210830Z,23008KT 3000 HZ SCT018 FEW030CB BKN090 30/24 Q1006 NOSIG=
VABB,210900Z,20008KT 3000 HZ SCT018 FEW030CB BKN090 31/26 Q1006 NOSIG=
VABB,210930Z,24009KT 3000 HZ FEW012 SCT015 FEW030CB BKN090 30/26 Q1006 NOSIG=
VABB,211000Z,23012KT 3500 HZ SCT018 SCT025 FEW030CB BKN090 30/27 Q1006 NOSIG=
VABB,211030Z,25013KT 3500 HZ SCT018 SCT025 FEW030CB BKN090 30/27 Q1006 NOSIG=
VABB,211100Z,26012KT 3500 HZ SCT018 SCT025 FEW030CB BKN090 30/26 Q1006 NOSIG=
VABB,211130Z,24011KT 3500 HZ SCT018 SCT025 FEW030CB BKN100 29/27 Q1006 NOSIG=
VABB,211200Z,24009KT 3500 HZ SCT018 SCT025 FEW030CB BKN100 29/27 Q1006 NOSIG=
VABB,211230Z,27007KT 3500 HZ SCT018 SCT025 FEW030CB BKN100 29/28 Q1006 NOSIG=
VABB,211300Z,24007KT 3500 HZ SCT018 SCT025 FEW030CB BKN100 29/26 Q1007 BECMG 3000 HZ=
VABB,211330Z,24005KT 3000 TS SCT018 SCT025 FEW030CB BKN090 29/26 Q1008 TEMPO 1500 TSRA=
VABB,211400Z,28004KT 3000 TS SCT018 SCT025 FEW030CB BKN090 29/26 Q1008 TEMPO 1500 TSRA=
VABB,211430Z,24007KT 3000 -TSRA SCT018 SCT025 FEW030CB BKN080 29/26 Q1008 TEMPO 1500 TSRA=
VABB,211500Z,24005KT 2200 TSRA FEW010 SCT015 FEW030CB OVC080 28/27 Q1008 TEMPO 1500 TSRA=
VABB,211530Z,22004KT 2500 -TSRA FEW012 SCT018 FEW030CB BKN090 28/27 Q1009 TEMPO 1500 TSRA=
VABB,211600Z,00000KT 2500 -RA FEW012 SCT018 FEW030CB BKN090 28/27 Q1009 TEMPO 1500 SHRA=
VABB,211630Z,16005KT 2500 -DZ FEW012 SCT018 FEW030CB BKN090 28/27 Q1009 TEMPO 1500 SHRA=
VABB,211700Z,14006KT 2500 TS FEW012 SCT018 FEW030CB BKN090 27/27 Q1009 TEMPO 1500 TSRA=
VABB,211730Z,16006KT 2500 TS SCT018 SCT025 FEW030CB BKN090 27/27 Q1009 TEMPO 1500 TSRA=
VABB,211800Z,24007KT 1400 R27/2000 TSRA SCT010 SCT015 FEW030CB OVC080 27/27 Q1009 TEMPO 0800 +TSRA=
VABB,211830Z,29008KT 1100 R27/1500 +TSRA SCT008 SCT015 FEW030CB OVC080 27/27 Q1009 TEMPO 0800 +TSRA=
VABB,211900Z,23005KT 1800 TSRA SCT010 SCT018 FEW030CB OVC080 27/27 Q1009 TEMPO 1500 TSRA=
VABB,211930Z,00000KT 2200 -TSRA FEW012 SCT018 FEW030CB OVC080 26/26 Q1008 TEMPO 1500 TSRA=
VABB,212000Z,00000KT 2200 -RA FEW012 SCT018 FEW030CB OVC080 27/27 Q1008 TEMPO 1500 SHRA=
VABB,212030Z,13005KT 2200 -RA FEW012 SCT018 FEW030CB OVC080 27/27 Q1008 TEMPO 1500 SHRA=
VABB,212100Z,12004KT 2200 -RA FEW012 SCT018 FEW030CB OVC080 27/27 Q1007 TEMPO 1500 SHRA=
VABB,212130Z,13006KT 2100 -RA FEW012 SCT018 FEW030CB OVC090 27/27 Q1007 TEMPO 1500 SHRA=
VABB,212200Z,00000KT 2100 -RA FEW012 SCT018 FEW030CB OVC090 27/26 Q1007 TEMPO 1500 SHRA=
VABB,212230Z,00000KT 2200 -RA FEW012 SCT018 FEW030CB OVC090 26/26 Q1007 TEMPO 1500 SHRA=
VABB,212300Z,15004KT 2100 DZ FEW012 SCT018 FEW030CB OVC090 26/25 Q1007 TEMPO 1500 SHRA=
VABB,212330Z,14004KT 2100 DZ FEW012 SCT018 FEW030CB OVC090 26/26 Q1007 TEMPO 1500 SHRA=
VABB,220000Z,00000KT 2200 -DZ FEW012 SCT018 FEW030CB OVC090 26/26 Q1007 TEMPO 1500 SHRA=
VABB,220030Z,20003KT 2500 HZ SCT018 FEW030CB BKN090 26/26 Q1007 NOSIG=
VABB,220100Z,00000KT 2200 HZ SCT018 FEW025TCU BKN090 27/26 Q1007 NOSIG=
VABB,220130Z,00000KT 2200 HZ SCT018 FEW025TCU BKN090 27/27 Q1008 NOSIG=
VABB,220200Z,00000KT 2200 HZ SCT018 FEW025TCU BKN090 27/27 Q1008 TEMPO 1500 SHRA=
VABB,220230Z,15003KT 2200 HZ SCT018 FEW025TCU BKN090 26/26 Q1008 TEMPO 1500 SHRA=
VABB,220300Z,11004KT 2200 VCSH FEW012 SCT018 FEW025TCU BKN080 27/27 Q1009 TEMPO 1500 SHRA=
VABB,220330Z,11005KT 1500 VCSH FEW012 SCT018 FEW025TCU OVC080 27/27 Q1009 TEMPO 0800 SHRA=
VABB,220400Z,12004KT 1800 DZ FEW012 SCT018 FEW025TCU OVC080 27/27 Q1009 TEMPO 1500 SHRA=
VABB,220430Z,13004KT 1500 -RA FEW012 SCT018 FEW025TCU OVC080 27/27 Q1010 TEMPO 0800 +SHRA=
VABB,220500Z,11004KT 1500 DZ FEW012 SCT018 FEW030CB OVC080 27/26 Q1010 TEMPO 0800 +SHRA=
VABB,220530Z,10006KT 1500 VCSH FEW012 SCT018 FEW030CB OVC080 27/27 Q1010 TEMPO 0800 +SHRA=
VABB,220600Z,11003KT 2200 BR SCT018 FEW030CB OVC080 27/27 Q1009 NOSIG=
VABB,220630Z,13003KT 2200 BR SCT018 FEW030CB OVC080 28/27 Q1009 NOSIG=
VABB,220700Z,17006KT 2200 BR SCT018 FEW030CB OVC080 28/27 Q1009 NOSIG=
VABB,220730Z,17005KT 2200 BR SCT018 FEW030CB OVC080 27/27 Q1008 TEMPO 1500 SHRA=
VABB,220800Z,17005KT 1800 BR SCT018 FEW030CB OVC080 27/26 Q1008 TEMPO 1500 SHRA=
VABB,220830Z,19004KT 1800 BR SCT010 SCT018 FEW030CB OVC080 26/26 Q1007 TEMPO 1500 SHRA=
VABB,220900Z,18006KT 2200 BR SCT012 SCT018 FEW030CB OVC080 27/27 Q1007 TEMPO 1500 SHRA=
VABB,220930Z,19003KT 2200 BR SCT012 SCT018 FEW030CB OVC080 27/27 Q1006 TEMPO 1500 SHRA=
VABB,221000Z,00000KT 2200 BR SCT012 SCT025 FEW030CB OVC080 27/27 Q1006 NOSIG=
VABB,221030Z,17003KT 2200 BR SCT012 SCT025 FEW030CB OVC080 28/27 Q1006 NOSIG=
VABB,221100Z,20006KT 2500 BR FEW012 SCT018 FEW030CB BKN090 28/27 Q1006 NOSIG=
VABB,221130Z,16005KT 2500 BR FEW012 SCT018 FEW030CB BKN090 28/26 Q1006 NOSIG=
VABB,221200Z,15005KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 28/27 Q1007 NOSIG=
VABB,221230Z,17004KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 28/27 Q1007 NOSIG=
VABB,221300Z,15006KT 2500 BR SCT018 FEW025TCU BKN090 27/26 Q1007 NOSIG=
VABB,221330Z,11004KT 2500 BR SCT018 FEW030CB BKN090 28/26 Q1007 TEMPO 1500 SHRA=
VABB,221400Z,13003KT 2500 -DZ FEW012 SCT018 FEW030CB BKN090 28/26 Q1008 TEMPO 1500 SHRA=
VABB,221430Z,12005KT 2100 -RA SCT012 SCT018 FEW030CB OVC080 28/27 Q1008 TEMPO 1500 SHRA=
VABB,221500Z,12004KT 2100 -RA SCT012 SCT018 FEW030CB OVC080 27/27 Q1008 TEMPO 1500 SHRA=
VABB,221530Z,00000KT 2100 DZ FEW012 SCT018 FEW030CB BKN090 27/27 Q1009 TEMPO 1500 SHRA=
VABB,221600Z,00000KT 2100 DZ FEW012 SCT018 FEW030CB BKN090 27/27 Q1009 TEMPO 1500 SHRA=
VABB,221630Z,14004KT 2100 BR FEW012 SCT018 FEW030CB BKN090 27/27 Q1009 TEMPO 1500 SHRA=
VABB,221700Z,13003KT 2100 DZ FEW012 SCT018 FEW030CB BKN090 27/27 Q1009 TEMPO 1500 SHRA=
VABB,221730Z,00000KT 2100 BR SCT018 FEW030CB BKN090 27/27 Q1009 TEMPO 1500 SHRA=
VABB,221800Z,14004KT 2100 BR SCT018 FEW030CB BKN090 27/27 Q1009 NOSIG=
VABB,221830Z,14004KT 2100 BR SCT018 FEW030CB BKN090 27/26 Q1009 NOSIG=
VABB,221900Z,12006KT 2100 BR SCT018 FEW030CB BKN090 27/26 Q1009 NOSIG=
VABB,221930Z,00000KT 2100 BR SCT018 FEW030CB BKN090 27/26 Q1008 NOSIG=
VABB,222000Z,00000KT 2100 BR SCT018 FEW030CB BKN090 27/26 Q1008 NOSIG=
VABB,222030Z,12003KT 2100 BR SCT018 FEW030CB BKN090 27/26 Q1007 NOSIG=
VABB,222100Z,00000KT 2100 BR SCT018 FEW030CB BKN090 27/26 Q1007 NOSIG=
VABB,222130Z,00000KT 2100 BR SCT018 FEW030CB BKN090 27/26 Q1007 NOSIG=
VABB,222200Z,00000KT 2100 BR SCT018 FEW030CB BKN090 27/26 Q1007 NOSIG=
VABB,222230Z,00000KT 2100 BR SCT018 FEW025TCU BKN090 26/26 Q1007 NOSIG=
VABB,222300Z,11003KT 2100 BR FEW012 SCT018 FEW025TCU BKN090 27/26 Q1007 NOSIG=
VABB,222330Z,10003KT 2100 BR FEW012 SCT018 FEW025TCU BKN090 27/26 Q1007 NOSIG=
VABB,230000Z,12004KT 2100 BR FEW012 SCT018 FEW025TCU BKN090 27/26 Q1007 NOSIG=
VABB,230030Z,10004KT 2100 BR FEW012 SCT020 FEW025TCU BKN090 27/26 Q1008 NOSIG=
VABB,230100Z,12004KT 2500 BR FEW012 SCT020 FEW025TCU BKN090 27/26 Q1008 NOSIG=
VABB,230130Z,12005KT 2500 BR FEW012 SCT020 BKN090 27/26 Q1008 NOSIG=
VABB,230200Z,12003KT 2500 HZ FEW012 SCT020 BKN090 27/26 Q1009 NOSIG=
VABB,230230Z,00000KT 2500 BR SCT018 FEW025TCU BKN100 27/26 Q1009 NOSIG=
VABB,230300Z,00000KT 2500 BR SCT018 FEW025TCU BKN100 28/26 Q1009 NOSIG=
VABB,230330Z,12004KT 2500 BR SCT018 FEW025TCU BKN090 28/26 Q1010 NOSIG=
VABB,230400Z,13004KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 28/26 Q1010 TEMPO 1500 SHRA=
VABB,230430Z,16004KT 2500 HZ FEW012 SCT018 FEW025TCU BKN090 29/27 Q1010 TEMPO 1500 SHRA=
VABB,230500Z,27010KT 2500 HZ FEW012 SCT018 FEW025TCU BKN090 28/26 Q1010 TEMPO 1500 SHRA=
VABB,230530Z,25011KT 2500 HZ FEW012 SCT018 FEW025TCU BKN090 28/26 Q1010 NOSIG=
VABB,230600Z,25007KT 2500 VCSH SCT012 SCT018 FEW030CB BKN090 28/26 Q1010 TEMPO 1500 SHRA=
VABB,230630Z,28005KT 2500 HZ FEW012 SCT018 FEW030CB BKN090 28/26 Q1010 NOSIG=
VABB,230700Z,27010KT 2200 -RA SCT012 SCT018 FEW030CB BKN090 29/26 Q1009 TEMPO 1500 SHRA=
VABB,230730Z,30006KT 2500 VCSH SCT012 SCT018 FEW030CB BKN090 28/27 Q1009 TEMPO 1500 SHRA=
VABB,230800Z,30008KT 2500 HZ FEW012 SCT018 FEW030CB OVC090 28/26 Q1009 TEMPO 1500 SHRA=
VABB,230830Z,29007KT 2500 HZ FEW012 SCT018 FEW030CB OVC090 28/26 Q1008 TEMPO 1500 SHRA=
VABB,230900Z,29009KT 2100 -RA SCT012 SCT018 FEW030CB OVC090 28/27 Q1008 TEMPO 1500 SHRA=
VABB,230930Z,26006KT 2100 DZ SCT010 SCT018 FEW030CB OVC090 27/26 Q1008 TEMPO 1500 SHRA=
VABB,231000Z,24007KT 2100 -RA SCT010 SCT018 FEW030CB OVC090 27/26 Q1008 TEMPO 1500 SHRA=
VABB,231330Z,00000KT 1800 -RA FEW010 SCT015 FEW030CB OVC080 26/26 Q1009 TEMPO 1500 SHRA=
VABB,231430Z,20003KT 2100 DZ FEW010 SCT015 FEW030CB OVC080 26/26 Q1010 TEMPO 1500 SHRA=
VABB,231530Z,14004KT 1800 -RA FEW012 SCT018 FEW030CB OVC080 27/26 Q1010 TEMPO 1500 SHRA=
VABB,231600Z,14003KT 1800 -RA SCT012 SCT018 FEW030CB OVC080 27/26 Q1011 TEMPO 1500 SHRA=
VABB,231630Z,14004KT 2100 -DZ FEW012 SCT018 FEW030CB OVC080 26/26 Q1011 TEMPO 1500 SHRA=
VABB,231700Z,16004KT 2100 DZ FEW012 SCT018 FEW030CB OVC080 26/26 Q1011 TEMPO 1500 SHRA=
VABB,231730Z,15004KT 2100 -RA SCT010 SCT018 FEW030CB OVC080 26/26 Q1010 TEMPO 1500 SHRA=
VABB,231800Z,00000KT 1800 -RA SCT010 SCT018 FEW030CB OVC080 26/26 Q1010 TEMPO 1500 SHRA=
VABB,231830Z,00000KT 2100 -RA SCT010 SCT018 FEW030CB OVC080 26/26 Q1010 TEMPO 1500 SHRA=
VABB,231900Z,12004KT 2100 -RA SCT010 SCT018 FEW030CB OVC080 26/26 Q1010 TEMPO 1500 SHRA=
VABB,231930Z,12005KT 2100 -DZ SCT012 SCT018 FEW030CB BKN090 26/26 Q1009 TEMPO 1500 SHRA=
VABB,232000Z,00000KT 2500 -DZ SCT012 SCT018 FEW030CB BKN090 26/26 Q1009 TEMPO 1500 SHRA=
VABB,232030Z,12004KT 2500 BR SCT018 FEW025TCU BKN090 26/26 Q1009 NOSIG=
VABB,232100Z,00000KT 2200 BR SCT018 FEW025TCU BKN090 26/26 Q1008 NOSIG=
VABB,232130Z,00000KT 2500 BR SCT018 FEW025TCU BKN090 26/26 Q1008 NOSIG=
VABB,232200Z,00000KT 2500 BR SCT018 FEW025TCU BKN090 26/26 Q1008 NOSIG=
VABB,232230Z,00000KT 2500 BR SCT018 FEW025TCU BKN090 26/26 Q1008 NOSIG=
VABB,232300Z,00000KT 2500 -RA SCT018 FEW025TCU BKN090 26/26 Q1008 TEMPO 1500 SHRA=
VABB,232330Z,13003KT 2500 BR SCT018 FEW025TCU BKN090 26/26 Q1008 NOSIG=
VABB,240000Z,00000KT 2500 BR SCT018 FEW025TCU BKN090 26/26 Q1009 TEMPO 1500 SHRA=
VABB,240030Z,00000KT 2200 BR SCT018 FEW025TCU BKN090 26/26 Q1009 NOSIG=
VABB,240100Z,00000KT 2200 BR SCT018 FEW025TCU BKN090 26/26 Q1009 TEMPO 1500 BR=
VABB,240130Z,00000KT 2200 BR SCT018 FEW025TCU BKN090 26/26 Q1009 NOSIG=
VABB,240200Z,11006KT 2200 BR SCT018 FEW025TCU BKN090 26/26 Q1010 NOSIG=
VABB,240230Z,10006KT 2200 BR SCT018 FEW025TCU BKN090 26/26 Q1010 NOSIG=
VABB,240300Z,11004KT 2500 BR SCT018 FEW025TCU BKN090 27/27 Q1011 NOSIG=
VABB,240330Z,12003KT 2500 BR SCT018 FEW025TCU BKN090 27/27 Q1011 NOSIG=
VABB,240400Z,13005KT 2500 BR SCT018 FEW025TCU BKN090 28/27 Q1011 TEMPO 1500 SHRA=
VABB,240430Z,19003KT 2200 BR FEW012 FEW025TCU BKN090 28/27 Q1011 TEMPO 1500 SHRA=
VABB,240500Z,00000KT 2200 BR FEW012 SCT018 FEW025TCU BKN090 29/26 Q1011 TEMPO 1500 SHRA=
VABB,240530Z,19007KT 2200 BR FEW012 SCT018 FEW025TCU OVC090 29/26 Q1011 TEMPO 1500 SHRA=
VABB,240600Z,22007KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 30/27 Q1011 NOSIG=
VABB,240630Z,26008G18KT 2500 VCSH FEW012 SCT018 FEW030CB OVC090 27/27 Q1010 TEMPO 1500 SHRA=
VABB,240700Z,27009G19KT 2100 DZ FEW012 SCT018 FEW030CB OVC090 27/26 Q1010 TEMPO 1500 SHRA=
VABB,240730Z,26007G17KT 2100 DZ FEW012 SCT018 FEW030CB OVC090 26/26 Q1010 TEMPO 1500 SHRA=
VABB,240830Z,27009KT 1500 RA SCT012 SCT018 FEW030CB OVC080 26/26 Q1009 TEMPO 0800 +SHRA=
VABB,240900Z,24007KT 1800 -RA FEW012 SCT018 FEW030CB OVC080 26/26 Q1008 TEMPO 0800 +SHRA=
VABB,240930Z,24007KT 2500 -DZ FEW012 SCT018 FEW030CB BKN090 26/26 Q1008 TEMPO 1500 SHRA=
VABB,241000Z,26006KT 2500 BR FEW012 SCT018 FEW030CB BKN090 27/26 Q1008 NOSIG=
VABB,241030Z,23006KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 27/26 Q1007 NOSIG=
VABB,241100Z,25006KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 27/26 Q1007 NOSIG=
VABB,241130Z,23004KT 2500 BR SCT012 SCT018 FEW025TCU OVC080 27/26 Q1008 TEMPO 1500 SHRA=
VABB,241200Z,23006KT 2500 BR FEW012 SCT018 FEW025TCU OVC080 27/26 Q1008 TEMPO 1500 SHRA=
VABB,241230Z,24006KT 2500 BR FEW012 SCT018 FEW030CB OVC080 27/26 Q1008 TEMPO 1500 SHRA=
VABB,241300Z,22006KT 2500 BR FEW012 SCT018 FEW030CB OVC080 27/26 Q1008 TEMPO 1500 SHRA=
VABB,241330Z,18004KT 2500 BR FEW012 SCT018 FEW030CB OVC080 27/26 Q1008 NOSIG=
VABB,241400Z,18003KT 2500 BR FEW012 SCT018 FEW030CB BKN090 27/26 Q1008 NOSIG=
VABB,241430Z,21004KT 2500 DZ FEW012 SCT018 FEW030CB OVC080 27/26 Q1009 TEMPO 1500 SHRA=
VABB,241500Z,16001KT 2500 DZ FEW012 SCT018 FEW030CB BKN090 27/26 Q1009 TEMPO 1500 SHRA=
VABB,241530Z,13001KT 2500 HZ FEW012 SCT018 FEW030CB BKN090 27/26 Q1009 NOSIG=
VABB,241600Z,00000KT 2500 HZ FEW012 SCT018 FEW025TCU BKN090 27/26 Q1010 NOSIG=
VABB,241630Z,00000KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 27/26 Q1010 NOSIG=
VABB,241700Z,14003KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 27/26 Q1010 NOSIG=
VABB,241730Z,00000KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 27/26 Q1009 NOSIG=
VABB,241800Z,00000KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 27/26 Q1009 NOSIG=
VABB,241830Z,00000KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 27/26 Q1009 NOSIG=
VABB,241900Z,00000KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 27/26 Q1009 NOSIG=
VABB,241930Z,12003KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 27/26 Q1008 NOSIG=
VABB,242000Z,00000KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 27/26 Q1008 NOSIG=
VABB,242030Z,00000KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 26/26 Q1008 NOSIG=
VABB,242100Z,00000KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 26/26 Q1007 TEMPO 1500 SHRA=
VABB,242130Z,00000KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 26/26 Q1007 NOSIG=
VABB,242200Z,00000KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 26/26 Q1007 NOSIG=
VABB,242230Z,00000KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 26/26 Q1007 NOSIG=
VABB,242300Z,11003KT 2500 BR SCT018 FEW025TCU BKN090 26/26 Q1007 NOSIG=
VABB,242330Z,00000KT 2500 BR SCT018 FEW025TCU BKN090 26/26 Q1007 TEMPO 1500 SHRA=
VABB,250000Z,00000KT 2500 BR SCT018 FEW025TCU BKN090 26/26 Q1008 NOSIG=
VABB,250030Z,10004KT 2500 BR SCT018 SCT025 FEW030CB BKN090 26/26 Q1008 NOSIG=
VABB,250100Z,00000KT 2200 BR SCT018 SCT025 FEW030CB BKN090 26/26 Q1008 NOSIG=
VABB,250130Z,00000KT 2200 BR FEW018 SCT025 FEW030CB BKN090 26/26 Q1008 NOSIG=
VABB,250200Z,00000KT 2500 BR FEW018 SCT025 FEW030CB BKN090 27/26 Q1008 NOSIG=
VABB,250230Z,10003KT 2500 BR FEW018 SCT025 FEW030CB BKN090 27/26 Q1009 NOSIG=
VABB,250300Z,00000KT 2500 BR SCT018 FEW030CB BKN090 27/26 Q1009 NOSIG=
VABB,250330Z,16004KT 2500 BR SCT018 FEW030CB BKN090 28/26 Q1009 NOSIG=
VABB,250400Z,21007KT 2500 BR SCT018 SCT025 FEW030CB BKN100 29/26 Q1010 NOSIG=
VABB,250430Z,21008G18KT 3000 HZ SCT018 SCT025 FEW030CB BKN100 29/26 Q1010 TEMPO 2000 -SHRA=
VABB,250500Z,19008G18KT 3000 VCSH SCT018 SCT025 FEW030CB BKN100 29/26 Q1010 NOSIG=
VABB,250530Z,19008G18KT 3000 HZ FEW018 SCT025 FEW030CB BKN100 30/27 Q1009 NOSIG=
VABB,250600Z,22007KT 3000 HZ FEW018 SCT025 FEW030CB BKN100 29/26 Q1009 NOSIG=
VABB,250630Z,25011KT 3000 HZ FEW018 SCT025 FEW030CB BKN100 30/27 Q1009 NOSIG=
VABB,250700Z,26010KT 3000 HZ SCT018 SCT025 FEW030CB BKN100 29/26 Q1008 NOSIG=
VABB,250730Z,26010KT 3500 HZ SCT018 SCT025 FEW030CB BKN100 30/26 Q1008 NOSIG=
VABB,250800Z,27012KT 4000 HZ FEW020 SCT025 FEW030CB 30/26 Q1007 NOSIG=
VABB,250830Z,24008KT 4000 HZ FEW020 SCT025 FEW030CB 29/25 Q1007 NOSIG=
VABB,250900Z,23007KT 4000 HZ FEW020 SCT025 FEW030CB BKN100 29/25 Q1007 NOSIG=
VABB,250930Z,26009KT 4500 HZ SCT025 FEW030CB 29/25 Q1006 NOSIG=
VABB,251000Z,28009KT 4500 HZ SCT018 FEW030CB 29/26 Q1006 NOSIG=
VABB,251030Z,26010KT 5000 HZ FEW018 SCT025 FEW030CB 30/26 Q1006 NOSIG=
VABB,251100Z,30008KT 5000 HZ FEW018 SCT025 FEW025TCU 29/26 Q1006 NOSIG=
VABB,251130Z,28011KT 5000 HZ FEW018 SCT025 FEW025TCU 29/26 Q1006 NOSIG=
VABB,251200Z,26011KT 5000 HZ FEW018 SCT025 FEW025TCU 29/26 Q1006 NOSIG=
VABB,251230Z,27009KT 4000 HZ SCT018 FEW025TCU 28/26 Q1007 NOSIG=
VABB,251300Z,27010KT 4000 HZ SCT018 FEW030CB 28/26 Q1007 NOSIG=
VABB,251330Z,28009KT 4000 HZ SCT018 FEW030CB 28/26 Q1007 TEMPO 3000 HZ=
VABB,251400Z,28011KT 3000 HZ SCT018 FEW030CB 28/26 Q1007 NOSIG=
VABB,251430Z,26008KT 3000 HZ SCT018 FEW030CB 28/26 Q1007 NOSIG=
VABB,251500Z,28009KT 3000 HZ SCT018 FEW030CB 28/27 Q1008 NOSIG=
VABB,251530Z,29007KT 3000 HZ SCT018 FEW030CB 28/25 Q1008 NOSIG=
VABB,251700Z,29006KT 3000 -RA SCT018 SCT025 FEW030CB 29/27 Q1009 TEMPO 1500 SHRA=
VABB,251730Z,34005KT 3000 -DZ SCT018 SCT025 FEW030CB 28/27 Q1008 TEMPO 1500 SHRA=
VABB,251800Z,33004KT 3000 BR SCT018 SCT025 FEW030CB 28/27 Q1008 NOSIG=
VABB,251830Z,33004KT 3000 BR SCT018 SCT025 FEW030CB 28/27 Q1008 NOSIG=
VABB,251900Z,33004KT 3000 BR SCT018 SCT025 FEW030CB 28/27 Q1008 NOSIG=
VABB,251930Z,01003KT 3000 BR SCT018 SCT025 FEW030CB 28/27 Q1008 NOSIG=
VABB,252000Z,05003KT 3000 BR SCT018 SCT025 FEW030CB 28/27 Q1007 NOSIG=
VABB,252030Z,01003KT 3000 BR SCT018 SCT025 FEW030CB 27/26 Q1007 NOSIG=
VABB,252100Z,02004KT 3000 BR SCT018 SCT025 FEW030CB 28/27 Q1007 NOSIG=
VABB,252130Z,04004KT 3000 BR SCT018 SCT025 FEW030CB 28/27 Q1007 NOSIG=
VABB,252200Z,00000KT 3000 BR SCT018 SCT025 FEW030CB 28/27 Q1006 NOSIG=
VABB,252230Z,00000KT 3000 BR SCT018 SCT025 FEW030CB 28/27 Q1006 NOSIG=
VABB,252300Z,14004KT 2500 BR SCT018 SCT025 FEW030CB 28/27 Q1007 TEMPO 1500 SHRA=
VABB,252330Z,12004KT 2500 VCSH SCT018 SCT025 FEW030CB 27/26 Q1006 TEMPO 1500 SHRA=
VABB,260000Z,14004KT 2500 BR SCT018 SCT025 FEW030CB 27/26 Q1007 NOSIG=
